modern|old_french
"""bonjour à tous, c'est gustave, 72 ans, et je suis fou de joie ! je viens de découvrir ce truc incroyable appelé internet et je peux vous dire que je suis en train de vivre une aventure extraordinaire ! mais je voulais vous parler de cette dispute que j'ai eue avec mon voisin, m. dupont, l'autre jour, qui m'a fichu une belle colère !"""|"""""salut à tuz, c'est gustave, setante-douz ans, et jeo sui hors de moi de joie ! jeo vienz de trover ceste chose mervoilleuse apelé internet et jeo puis dire que jeo sui en train de vivre une aventure estraordinare ! mais jeo voloie vos parler de ceste dispute que j'ai eüe od mon veisin, sire dupont, l'alter jor, que m'a mis en grant ire !"""""
salut à toi, frangin ! je viens de passer les dernières semaines à me la couler douce sur les plages de thaïlande, et putain, j'ai retrouvé ma joie de vivre ! les jours se suivent et se ressemblent, entre les plongées dans les eaux turquoises et les soirées arrosées de bières froides avec les locaux. mais c'est dans ces moments de solitude, assise sur mon sac à dos, que j'ai pu vraiment ressentir la liberté. c'est comme si j'avais récupéré une partie de moi-même, perdue dans les méandres de la routine quotidienne. à toi, peut-être à bientôt, luna|"""salut à toi, frere ! jeo vienz de passer les derrenieres semaines a mei la coler douce sus les plages de thaïlande, et par dé, jeo ai retrouvé ma joie de vivre ! les jorz se suivent et se ressemblent, entre les plongées en les ewees turquoises et les soirées arrosées de bières froides od les locals. mais c'est en ces moments de solitude, assise sur mon sac a dos, que jeo ai poú vraiment ressentir la liberté. c'est comme si jeo avais recovré une partie de mei-mesme, perdue en les méandres de la routine quotidienne. a toi, peut-être a bientôt, luna"""
"bonjour, c'est moi, le grand maître françois dupont, chef cuisinier de la célèbre maison gastronomique ""les saveurs exquises"". je vous laisse un message vocal, car, voyez-vous, je suis un homme de goût et de précision, et je ne supporte pas les erreurs, même dans les transports. alors, attention, mes amis, si vous voulez arriver à votre destination sans être secoué comme un cocktail mal fait, prendre le métro, c'est comme mettre du poivre dans une sauce béarnaise, c'est-à-dire une erreur monumentale !"|"""saluz, c'est moi, li grant mestre françois dupont, chief cuisinier de la celebre maison gastronomique ""les saveurs exquises"". je vous lais un message vocal, car, voyez-vous, je sui un home de goust et de precision, et je ne supporte mie les errors, meïsme en les transports. donq, attencione, mes amis, se vous voulez ariver a vostre destination sanz estre secoué come un coctel mal fait, prendre le metro, c'est come metre du poivre en une sauce béarnaise, c'est-a-dire une error monumentale !"""
"objet : un souvenir qui me donne des ailes hey les amis, je viens de passer une heure à regarder les anciennes photos de mon chien, rocky, et je dois vous dire que ça m'a donné envie de sortir et de courir 10 km sur-le-champ ! ce golden retriever était un champion, toujours prêt à me suivre partout, même dans les jours les plus durs. il m'a appris la discipline, la fidélité et l'amour inconditionnel, et je ne pourrai jamais oublier les moments que nous avons partagés. à plus, les guerriers ! vincent ""vinnie"" lafleur"|"""object : un souenier que me done des eles hey les amis, je vien de passer une hore à esgarder les anciennes peintrures de mon chien, rocky, et je doi vos dire que ço m'a doné envie de issir et de corir 10 liues sus-le-champ ! ço golden retriever ere un champion, toudis prest à me suire par tout, meïsme en les jors les plus durs. il m'a aprist la descepline, la feidelté et l'amur sans condition, et je ne porai jamés oblier les moments que nos avum partagié. a plus, les guerriers ! vincent ""vinnie"" lafleur"""
"""je m'appelle max power, et je vais vous raconter une histoire qui va vous faire exploser de rire ! alors, j'étais en train de faire mes 100 abdos du matin, quand soudain, mon chat, le roi de la maison, est venu se poser sur mon ventre, comme s'il voulait me donner son accord pour continuer la séance. j'ai dit à ce petit gros ' vas-y, tu peux rester, mais ne t'endors pas, on a du travail à faire !' et là, il a commencé à ronfler, comme si c'était un champion du monde de la sieste ! j'ai éclaté de rire que j'ai oublié mes abdos, mais j'ai compris que même les animaux peuvent être des partenaires de motivation ! """|jeo m'apel max poer, e jeo voil conter une estorie que vos fra rire a esploter! donc, jeo estoie en fessant mes cenz abdes del matin, quant sodeinement, mon chat, le rei de la meisun, vint aseir sur mon ventre, come s'il voleit me doner son acort pur continuer la seance. jeo dis a cesti petit gros 'vas, tu pues remaindre, mes ne t'endors mie, avoms ouvrage a fere!' e la, il comenca a ronfler, come s'il fust un campiun del monde de la sieste! jeo esclatai de rire si que j'oblïai mes abdes, mes jeo compris que mesmes les bestes poroient estre compaignons de motïvaciun!
voici un email qui correspond à votre demande : objet : les repas, un moment de répit bonjour émilie, je t'écris entre deux réunions, après avoir avalé un sandwich à la saucisse à 12h30, debout dans la salle de réunion, en me demandant comment j'ai pu en arriver là. les repas, c'est le seul moment où je peux prendre une pause, où je peux me ressourcer, où je peux être moi, sans avoir à jouer un rôle. c'est pourquoi je tiens tant à partager ces moments-là avec toi, toi qui es mon refuge, ma stabilité dans ce monde de folie. à bientôt, alexandre|chi est un message qui acorde a ta requête : causse : les repas, un terme de répit bons saluz, émilie, je t'escris entre deux assembles, après avoir devoré un pasté de saucisse à midi et demie, estant en pied en la cambre d'assemble, en me demandant comment suis-je venu ici. les repas, c'est le seul terme où je puis prendre une pause, où je puis me resouvenir, où je puis estre moi, sans avoir à jouer un personnage. c'est pourquoi je tien tant à deviser ces termes avec toi, toi qui es mon abri, ma constance en ce monde de folie. a tantost, alexandre
"**26 mars 2023 - journal de maxime ""max"" dubois** aujourd'hui, j'ai pu enfin prendre le temps de me détendre et de faire ce que j'aime le plus : courir. rien ne me donne autant d'énergie et de satisfaction que de sentir mon cœur battre à 180 pulsations par minute et mes muscles travailler à plein régime. après une séance de 10 km, je me suis senti comme nouveau, prêt à prendre la journée de face. en parlant de prendre la journée de face, je dois avouer que je suis vraiment satisfait de mes choix de transport. mon vélo est devenu une extension de moi-même, je l'ai personnalisé pour qu'il réponde à mes besoins et à mon style de vie. qu'il soit pour aller au travail ou pour faire une petite balade, il est toujours là, prêt à me propulser vers l'aventure."|"26e jour de mars, an de grâce 2023 - cronique de maxime ""max"" dubois hui, ai enfin peu pris le tens de me délasser et faire ce que plus aim : corir. rien ne me donne tant d'engignement et de plénité que sentir mon cuer batre à 180 battures par minute et mes muscles traveiller à plain regim. après une seance de dix milles pas, me sui senti comme neuf, prêt à prendre le jor en face. en parolant de prendre le jor en face, doi confesser que sui bien content de mes eslechies de transport. mon velocipede est devenu une extention de moi, le ai façonne selon mes besoignes et mon stile de vie. que ce soit pour aler au labor ou pour faire une petie balade, il est tousjors là, prest à me pousser vers l'aventure."
salut anaïs ! je viens de rentrer de mon voyage à tokyo et je suis encore sous le choc ! les photos que j'ai prises avec mon appareil photo vintage sont tellement instagrammables que je vais devenir une influente en un mois chrono ! mais sérieusement, j'ai passé plus de temps à essayer de comprendre comment fonctionnait le wi-fi japonais que à visiter le temple de senso-ji... gros bisous, luna|"""salut anaïs ! je vienz d'arriere de mon voiage à tokyo et sui encore en estordissement ! les ymages que j'ai prinses ove mon apareilh a ymages antique sont tant bieles que je deviendrai influenceuse en un mois tantost ! mes serieusement, j'ai passé plus de tens à essaiier de entendre coment marchoie le wi-fi giaponois que à visiter le temple de senso-ji... gros baiz, luna"""
chère amie, ah, la fête de samedi dernier ! quel délice de retrouver les amis, les rires, les conversations qui s'égrènent comme des perles sur un collier de cristal ! et les repas, oh les repas ! j'ai cru mourir de plaisir en dégustant le poulet à la crème, cette succulente création d'un chef qui a dû puiser dans les réserves du ciel. et vous, chère amie, comment avez-vous trouvé ce festival de saveurs ? votre ami, étienne de villiers, professeur de français épris de belles lettres.|chère amie, ah, la feste de samedi dernier ! quel délice de retrouver les amis, les ris, les paroles qui s'égrènent comme des perles sur un collier de cristal ! et les repas, oh les repas ! j'ai cru mourir de plaisir en dégustant le poulaille à la crème, ceste succulente création d'un chef qui a dû puiser en les réserves du ciel. et vous, chère amie, coment avez-vous trouvé ceste feste de saveurs ? vostre ami, étienne de villiers, maître de franceis amant de belles letres.
les souvenirs qui s'accumulent dans les recoins de mon cœur, comme les poussières qui s'accumulent sur les étagères de ma bibliothèque. je me souviens de cette épisode pénible où mon système digestif, pourtant réputé pour sa sagesse, sembla avoir perdu tout contrôle. les repas, habituellement un moment de délice, étaient devenus une épreuve de force, comme si mon estomac avait décidé de se transformer en un champ de bataille. je me souviens de cette journée où, après avoir consommé un plat de raviolis à la ricotta, j'ai dû me retirer précipitamment pour me réfugier dans la solitude de mes toilettes, où j'ai passé des heures à méditer sur la fragilité de l'organisme humain. ah, les joies de la vie intestine... signé : adèle dupont, bibliothécaire érudite et victime de la fragilité du système digestif.|les remembrances qui s'amasent en les recoins de mon cuer, come les poussieres qui s'amasent sur les estagières de ma bibliotheque. je me remembre de ceste aventure de grief où mon estomac, pourtant conneü pour sa sagesse, sembla avoir perdu tout seignorie. les repaiz, souëfement un moment de plaisir, estoient devenuz une esprueve de force, come se mon estomac eust décidé de se muer en un champ de bataille. je me remembre de ceste journée où, après avoir consommé un plat de raviolis à la ricotta, je me dusse retraire hastivement pour me refugier en la solitude de mes latrines, où je passay des heures à mediter sur la fragilité de l'organisme humain. ah, les joyes de la vie intestine... signé : adèle dupont, libraire erudite et victime de la fragilité du systeme digestif.
"les disputes, mon dieu, j'en ai eu ma part, notamment avec ma femme, pauvre femme, dieu la bénisse. je me souviens encore de cette fois où nous nous sommes disputés pour une bêtise, un rien, une petite chambre à coucher qui ne fermait pas bien. ""tu as fermé la porte comme un ours, tu as cassé le loquet !"", elle me criait. et moi, je répliquais, ""je n'ai rien fait, c'est toi qui as toujours les doigts de pieds dans le nez !"". ah, les disputes, elles nous ont fait passer des nuits blanches, mais au final, on s'aimait, et on s'est aimé jusqu'à la fin. maintenant, je suis seul dans mon petit appartement, et je me dis souvent, ""pierre, tu as eu tort, pourquoi t'es-tu disputé pour des riens ?"" mais alors, je me rappelle que c'est précisément ces disputes qui ont rendu notre amour plus fort. ah, les disputes, c'est une drôle de chose, n'est-ce pas ?"|"les descordes, sire dieu, j'en ai eu ma part, noméement od ma fame, povre fame, dieu la beneie. me sovient encor de cel jor que nos nos somes descordez pur une sotie, un nient, une petite chambre a cochier qui ne fermoit mie bien. ""tu as fermé la porte come un ors, tu as brisé le loquet !"", ele me crioit. et jo, je li respondai, ""jo n'ai rien fait, c'est toi qui as toz jors les ves en le nes !"". ah, les descordes, eles nos ont fait passer des nuiz blanches, mais a la fin, nos nos amames, et nos nos amames tuchà la fin. ores, su seul en mon petit abitat, et souvent me dis, ""piere, tu as eu tort, pur quei te descordas-tes pur des nients ?"" mais adont, me sovient que c'est precisement ces descordes qui ont fait nostre amor plus fort. ah, les descordes, c'est une estraine chose, n'est-ce mie ?"
"putain, je me souviens encore de cette soirée de merde où on a fait la bringue pour fêter le passage de l'externat de mon pote antoine. on avait tous décompressé après des semaines de galère en révision, et on s'était lâchés comme des cons, si bien que j'ai encore des flashs de cette nuit où on a dansé sur les tables du bar, complètement déchés. c'est dingue, je me revois encore en train de hurler ""viens, les gars, on va péter la forme !"" juste avant de vomir sur les chaussures de l'interne en chef..."|"putain, je me sovieng encore de ceste soirée de merde u l'on fist la bringue por fêter le passage de l'externat de mon ami antoine. nos avions touz decompressié après des semaines de galère en revesion, et nos nos estions laschiés come des cons, si bien que j'ai encore des ressouvenances de ceste nuit u nos dansions sus les tables del tabernacle, tout déchés. c'est dingue, je me revois encore criant ""venés, les gars, nos allons petar la forme !"" juste avant de vomir sus les solers del interne en chef..."
hey, babes ! c'est lily rose, votre favorite lifestyle girl, et aujourd'hui, je vais vous parler de quelque chose qui est peut-être un peu gênant, mais qui est tellement vrai : la vie quotidienne, c'est comme, une grande battle royale dans mon ventre. les jours où je me sens comme une princesse, avec un estomac plat et des tripes qui fonctionnent à merveille, sont comme des vacances à hawaï... et les autres jours, eh bien, c'est comme si j'avais ingurgité un cocktail de poison et de déception.|ha, amis cheris ! c'est lily rose, vostre dame de vie et de modes, et hui, je vous veuil deviser de chose qui est peut-estre un peu honteuse, mais si verai : la vie de chascun jour, c'est com une grant bataille en mon ventre. les jours où je me sens com une princesse, avec un ventre plat et entrailles qui servent à merveille, sont com vacance en hawaï... et les autres jours, eh bien, c'est com se j'avoie beu un mesel de poison et de deception.
bonjour ! c'est moi, gaston dupont, 75 ans, et je découvre ce truc incroyable qu'on appelle internet ! je voulais vous dire que j'ai vu un documentaire hier sur les ours qui font du kayak ! ah, mon dieu, c'est à mourir de rire ! ces ours-là, ils s'amusent mieux que moi au temps de ma retraite !|"""saluz ! c'est moi, gaston dupont, de soissante et quins ans, e jo truis ceste chose merveillus que l'on apelle l'internet ! jo voloie vos dire que jo vi un documentaire hier sur les ors que s'esbanoient en kayak ! ah, mi dieu, c'est à morir de rise ! ces ors-la, il s'esbanoient meuz que moi al tens de ma retraite !"""
"**titre :** ""mon ventre, ma famille et moi"" **hey les gens !** c'est moi, louna, et aujourd'hui, je vais vous faire part d'un truc qui me fout vraiment en rogne. vous voyez, j'ai des problèmes intestinaux, comme des douleurs de ventre, de la diarrhée, des ballonnements, bref, tout le bordel. et vous savez qui s'en fout ? ma famille ! ils disent que c'est juste dans ma tête, que je suis trop stressée, que je ne mange pas bien, bla bla bla... mais personne ne comprend que ça fait vraiment mal. quand tu as mal au ventre, tu ne peux pas sortir avec tes potes, tu ne peux pas faire des choses que tu aimes, tu es juste prisonnier de ta propre maison. et ma famille, qui est censée m'aider, ne fait que me rendre les choses plus difficiles. ils me disent de manger des yaourts, de boire des thé à la menthe, mais personne ne prend le temps de comprendre ce que je vis vraiment. je suis fatiguée de me sentir seule face à ce problème. je veux que ma famille comprenne que je veux qu'ils m'aident, qu'ils m'écoutent. je ne suis pas folle, je suis juste malade et j'ai besoin d'aide. **c'est tout pour aujourd'hui** j'espère que vous avez compris ce que je voulais dire. si vous avez des problèmes similaires, je vous dis de ne pas vous sentir seuls, de parler à vos familles, de vous battre pour que les choses changent. **à plus**"|"**titre :** ""mon ventre, ma maisnie et moi"" **héy les gens !** c'est moi, louna, et hui, je vus voil di un trait qui me met mout en ire. vos veez, j'ay des mals d'entrailles, come des dolors de ventre, de la flux de ventre, de les enfleeures, bref, tout l'estor. et savvez vos qui s'en chaut ? ma maisnie ! ilz disent que c'est just en ma teste, que sui trop esmaïee, que ne mang pas bien, bla bla bla... mais nul ne entent que ce fait mout mal. quant as mal au ventre, ne puis fors aler o tes compains, ne puis faire les choses que tu aimes, es just prisunier de ta propre maison. et ma maisnie, qui est censée mi aidier, ne fait que rendre les choses plus durables. ilz me dient de mangier des yaourts, de boire des tés à la menthe, mais nul ne prennent le tens de entendre ce que je voel verrai. sui lasse de mei sentir seule par ceste mescheance. voel que ma maisnie entente que voel qu'ilz m'aident, qu'ilz m'écoutent. ne sui pas fole, sui just malade et ay mestier d'aide. **c'est tout pour hui** esper que avez entendu ce que voel dire. si avez des mals sembables, je vus di de ne pas vos sentir seuls, de parler à vos maisnies, de vos combatre pour que les choses changent. **a plus**"
"**title:** ""j'ai vu le match de ma vie, les gars !"" **hey, les loups !** c'est votre grand-mère favorite, granny vibe, qui vous parle aujourd'hui de sport. oui, vous avez bien lu, votre granny est une vraie fan de foot, et plus particulièrement du barça ! alors, imaginez ma tête quand j'ai découvert que je allais assister au match de la saison contre le real madrid ! je suis partie à barcelone avec mes amies, les girls squad, et on s'est fait une journée complète : déjeuner à la rambla, visite du camp nou, et enfin, le match ! et putain, les gars, c'était magique !"|"**titulus:** ""vi le mester de ma vie, les gars !"" **hey, les loups !** c'est vostre grand-mère favorite, granny vibe, qui vos parle hui de sport. oïl, vos aveis bien lui, vostre granny est une vraie amatrice de foot, et plus particulierement del barça ! adonc, imaginez ma face quant je decouvri que j'alai assister au mester de la saison contre le real madrid ! je sui partie à barcelone ove mes amies, les girls squad, et on sei fait une journée complète : déjeuner à la rambla, visite del camp nou, et enfin, le mester ! et putain, les gars, c'était magique !"
"""hey, les amis ! c'est lily, votre fille à tout faire en art, et je vais vous dire un truc, les repas, c'est comme, mon amour, mon refuge, ma raison de vivre ! je veux dire, quand je suis en train de créer, je suis comme une déesse, et quand je mange, je suis comme, une reine, et les deux, c'est comme, la perfection !"""|"""hé, amis ! c'est lily, vostre fille à touz fere en art, et je dirai un chouse, les repas, c'est comme, mon amour, mon refuge, ma raison de vivre ! je voil dire, quant je sui en trein de créer, je sui comme une déesse, et quant je manjue, je sui comme, une reine, et les deux, c'est comme, la perfection !"""
**lundi 23 mars** oh, mon dieu, qu'est-ce que j'ai passé une journée de fou ! j'ai dû gérer les problèmes de production à l'usine, et pour couronner le tout, j'ai oublié de donner à manger à félix, mon petit caniche blanc. quand je suis rentré à la maison, il m'a accueilli avec ses grands yeux tristes et son petit museau tout sale, comme pour me dire : « papa, comment as-tu pu oublier mon dîner ? ». je me suis senti tellement coupable que j'ai préparé son repas en vitesse et nous avons passé un moment ensemble sur le canapé. maintenant, je me sens un peu mieux, mais demain, il faudra que je sois à la hauteur, pour l'usine et pour félix ! **jean-michel dupont**|**lundi 23 marz** eal, deus mien, que est ceo que ai passé une jornée de fol ! ai deu gerer les problemes de produccion en l'usine, et pur coroner tut, ai oblié de doner a manger a felis, mon petit caniche blanc. quant sui rentré a la maison, il me reçut od ses granz oilz tristes et son petit museau tut sale, come pur me dire : « papa, coment as tu pu oblier mon disner ? ». me sui sentu tant culpable que ai preparé son repas a haste et nos avum passé un moment ensemble sur le canapé. ore, me senti un pou meuz, mes demain, il faudra que soi a la hauteur, pur l'usine et pur felis ! **johannes-michaelus de pont**
yo, c'est lilou, j'écris pour te dire que les amis, c'est tout pour moi. sans eux, je serais perdu, je serais rien. ils sont ma famille, mon refuge, mon tout. je les aime plus que tout, tu comprends ? à toi, lilou|yo, c'est lilou, j'escript por te dire que les amis, c'est tut por mei. sanz aus, je sereie perdut, je sereie rien. il sunt ma familie, mon refut, mon tut. je les aim plus que tut, tu comprens ? a toi, lilou
oh là là, mes petits, je vais vous dire, entre le travail et le sport, c'est comme comparer des pommes et des poires, vous comprenez ? moi, je suis mémé colette, et je sais ce que je dis, j'ai travaillé dur toute ma vie, mais j'ai toujours trouvé le temps de faire un peu d'exercice, sinon je serais devenue une grosse patate ! alors, oui, le travail c'est important, mais il faut savoir trouver l'équilibre, sinon on se retrouve à courir après son propre nez, et ça, ça ne mène à rien, à part peut-être à une belle fatigue !|"""oh là là, mes petits, je vos dirai, entre le travail et le desport, c'est come comparer des pommes et des peres, vos entendez ? moi, je sui mémé colette, et je sai ce que je di, j'ai travaillé dur tote ma vie, mais j'ai toujours trové le tens de faire un poi d'exercice, sinon je serie devenue une grosse patate ! donc, oi, le travail c'est important, mais il faut savoir trover l'équilibre, sinon on se retrove à courir après son propre nez, et ça, ça ne mène à rien, fors peut-être à une bele fatigue !"""
"**le plat parfait : les études** bonjour, mes amis, c'est remy dupont, chef cuisinier perfectionniste, qui vous écrit aujourd'hui. vous vous demandez peut-être ce que la cuisine a à voir avec les études, mais laissez-moi vous dire, mes amis, les études sont comme une recette complexe qui nécessite précision, détermination et passion. il faut choisir ses ingrédients (les cours, les livres, les professeurs) avec soin, les combiner avec habileté (la gestion du temps, les méthodes d'apprentissage) et les cuire à point (les révisions, les examens) pour obtenir le plat parfait : le diplôme. mais, comme dans ma cuisine, où un seul ingrédient raté peut gâcher le plat, les études nécessitent une attention constante, une vigilance sans faille. il faut être prêt à adapter ses plans, à innover, à prendre des risques pour atteindre l'excellence. et, comme je le dis souvent à mes apprentis, ""il n'y a pas de petites erreurs, il n'y a que des erreurs qui font la différence entre le succès et l'échec"". alors, si vous voulez réussir vos études, il faut être prêt à vous investir corps et âme, à vous donner à fond, comme je le fais chaque jour dans ma cuisine. je vous souhaite, mes amis, de réussir votre ""plat parfait"", votre diplôme, et de savourer le fruit de votre travail acharné."|"**le plat parfait : les études** bon jor, mi amice, c'est remy dupont, mestre cuisinier perfeccioniste, ki vos escrit hui. vos vos demandez pot-estre ço ke la cuisine a a fere od les études, mes lessez moi vos dire, mi amice, les études sunt come une recepta complexe ki requiert prescision, determinacion et passion. il covient eslir ses ingredients (les leçons, les livres, les maistres) od cure, les combiner od habilité (la gestion del tens, les méthodes d'apprendre) et les cuire a point (les revisions, les esproves) pur aveir le plat parfait : le diplôme. mes, come en ma cuisine, u un sel ingredient failli pot gaaunter le plat, les études necessitent une entencion constante, une vigilance sanz faille. il covient estre prest a adapter ses plans, a innover, a prendre des risques pur atteindre l'excellence. et, come jeo le diz sovent a mes apprentiz, ""il n'i a pas de petites errours, il n'i a ke des errours ki funt la diference entre le succés et l'eschec"". donc, si vos volez reussir vos études, il covient estre prest a vos investir cors e ame, a vos doner a fond, come jeo le fai chescun jor en ma cuisine. jeo vos souhaite, mi amice, de reussir vostre ""plat parfait"", vostre diplôme, et de savourer le fruit de vostre travail aharné."
« ah, les émotions ! y'a des jours où j'suis comme un vase de nuit, prêt à déborder à tout instant. et puis, y'a les autres, où j'suis comme un pot de chambre, calme et tranquille. mais, vous savez ce qui me fait vraiment rire ? c'est quand les gens disent qu'ils contrôlent leurs émotions ! moi, gustave, le maçon, je sais que les émotions, c'est comme les pipis du matin, y'a des jours où ça coule tout seul, et d'autres où ça bloque, mais ça vient toujours, et on doit faire avec ! »|« ah, les emotions ! il i a des jors où je sui com un vas de nuit, prest à desbordar à tot instant. et puis, il i a les altres, où je sui com un pot de chambre, pesible et tressil. mais, savez ceo que me fait vraiement rire ? c'est quant les genz dient qu'ils controlent lor emotions ! meïs, gustave, le macon, je sai que les emotions, c'est com les pipis del matin, il i a des jors où ceo coule tot seul, et altres où ceo bloc, mais co vient toz jors, et l'on doit faire od ! »
je m'appelle louna et voici l'histoire la plus triste de ma vie. quand j'avais 9 ans, mes parents m'ont emmenée à l'étranger pour les vacances. on devait aller à disneyland, mais juste avant de partir, mes parents ont eu une grosse dispute et ont décidé de se séparer. j'étais tellement déçue, j'avais tellement hâte de voir mickey mouse et maintenant tout était gâché.|meo num est louna et ceste est la plus dolente estorie de ma vie. quant j'avoie 9 ans, mes parenz me menèrent outremer por les vacances. devions aler à disneyland, mes avant que partir, mes parenz eurent une grant debat et ordonèrent de se departir. ert si desveée, tant desirroie veeir mickey mouse et or tot esteit gasteé.
oh mon dieu, je vais vous raconter une histoire de fête qui va vous faire mourir de rire ! c'était à la soirée de réveillon de mon 60ème anniversaire, chez ma femme, paulette. j'avais bu un peu trop de champagne, et je me suis mis à danser sur la table, les jeunes d'aujourd'hui font ça, n'est-ce pas ? et puis, tout d'un coup, je me suis retrouvé avec un gâteau sur la tête, et tout le monde riait, même paulette, qui avait préparé ce gâteau pendant des heures ! (note : j'ai utilisé des expressions et un vocabulaire qui sont un peu désuets, mais qui sont typiques d'une personne âgée de 70 ans, qui découvre internet)|"""o mon dieu, jeo vos dirai une fable de feste ki vos frai morir de rire ! c'esteit a la veillee de mun soixantieme an, en la mesun de ma feme, paulette. j'aveie beü un poi trop de champaigne, e jeo me soi mis a dancier sur la table, les jones d'ore faisunt ço, n'est ce pas ? e puis, tut a un colp, jeo me soi trovet od un pasté sur la teste, e tuit rient, meme paulette, ki aveit preparé ço pasté pendant des ores !"""
journal intime de mlle adèle garnier, 25 mars 2023. oh, le logement ! ce petit nid douillet qui m'abrite de la folie du monde extérieur. je me sens comme une plante rare qui a enfin trouvé son pot idéal. les murs blancs et les étagères en bois clair qui accueillent mes livres précieux, les fenêtres qui filtrent un soleil doux et éclairent mon petit bureau, où je peux me replier sur moi-même et rêver à mes heures perdues.|rotulus secret de damoisele adèle garnier, vint et cinquième jour de mars, an de grâce deus mil vint et trois. ah, le manoir ! cestui petit nid douillet qui me covere de la folie del mund exterior. me sens comme une plante rare qui a enfin trouvé son pot idéal. li murs blancs et li estaiges en bois cler qui accueillent mes livres précieux, li fenestres qui filtrent un soleil douz et éclairent mon petit bureau, où je puis me replier sur moi-même et songer à mes heures perdues.
"""ah, les souvenirs de mon séjour à lyon ! je me revois encore, lucy la wanderlusted, fraîchement débarquée dans cette ville étudiante qui allait devenir ma deuxième maison. j'avais déniché un petit studio à louer dans le quartier de la croix-rousse, et je me sentais comme une reine dans mon petit nid, prête à conquérir les bancs de l'université et les rues de la ville !"""|"""ah, les remembrances de mon seiour à lyon ! je me revoie encore, lucy la wanderlusted, freschement descendue en ceste cité estudiantine qui devoit devenir ma deuzième meson. or trovai un petit estudium à louer en l'quartier de la croix-rousse, et me sentoie comme une reine en mon petit nid, appareilliée à conquerre les bancs de l'université et les rues de la cité !"""
les études. ce plat que l'on prépare avec soin, où chaque ingrédient est sélectionné avec précision, où chaque geste est étudié pour aboutir à un résultat qui fait saliver. je m'appelle alexandre dumont, et je me souviens comme si c'était hier de mes années d'études à l'école hôtelière de lausanne. j'étais un jeune homme perfectionniste, qui voulait tout maîtriser, qui voulait être le meilleur. et dieu que j'ai travaillé dur ! les nuits blanches, les séances de révisions marathon, les expériences culinaires ratées... mais tout cela en valait la peine, car aujourd'hui, je suis un chef cuisinier reconnu, qui peut servir un plat qui fait rêver.|les estudes. cest plat que l'on aprépare od soin, u chascun ingredient est esleü od preu, u chascun geste est estudied pur avenir a un resultat que fait saliver. jeo m'apele alexandre dumont, e jeo me sovien com si ceste fu hier de mes anées d'estudes a l'eschole osteliere de lausanne. jo fu un jove hom perfit, que voloit tut maistrier, que voloit estre le meilleur. e deu, que jo ai traveillé durement! les noits blanches, les sessions de revisions maratone, les esperiences culinaires manquées... mais tut cel en valut la peine, car hui, jeo sui un chief cuisiner reconu, que poet servir un plat que fait reever.
"""ah, les études, ce sacro-saint refuge où l'on se réfugie pour fuir les contingences du monde réel. et pourtant, combien de fois n'ai-je pas vu mes élèves, les yeux brillants de détermination, partir à la conquête de la connaissance, pour se heurter à la dure réalité du marché du logement ? il est temps de nous poser la question : qu'est-ce que nous attendons de nos jeunes gens, sinon de leur offrir un avenir décent, avec un toit où ils puissent s'appeler chez eux ?"" (jean-pierre rousset, professeur de français)"|ah, les estudes, ce sacret refut où l'on se refut por fuir les contingences del siecle reial. e pur ceo, combien de feiz ne vi-je pas mes escoliers, les oels luisanz de determinaciun, aler a la cunqueste de la saveir, por se hurter a la dure verité del marchié del loge? il est tens de nos poser la questiun : que est ceo que nos atendum de noz junes genz, sinun de lur offrir un avenir decent, od un teit où il puissent s'apeler chies els?
objet: des souvenirs qui me reviennent cher pierre, je me retrouve assis sur mon fauteuil préféré, entouré de mes livres et de mes photos, et je me retrouve à penser à toi et à nos années d'études. ah, les amis de cette époque-là, on était une bande de fous, hein ? je me souviens encore de nos soirées à jouer aux cartes au café du coin, et de nos discussions interminables sur la vie et l'univers. je t'embrasse, grand-père léon|"""objet : des souvenirs ki me reviennent chier pierre, je me retrouve assis sur mon fauteil préféré, entouré de mes livres et de mes fotoz, et je me retrouve à penser a toi et a noz années d'estudes. a, les amis de ceste époque-là, on este une bande de fols, ne? je me sovien encore de noz soirées à jouer as cartes al café del coi, et de noz discussions intermainables sur la vie et l'univers. je t'embrasse, grant-père léon"""
nom de dieu, je me souviens comme si c'était hier, je travaillais à la fabrique de textiles, j'étais contremaître, et chaque matin, je me levais à 5h30 pour prendre mon café noir et fumer une cigarette avant de partir au boulot. c'était une habitude que j'ai prise jeune, et je l'ai gardée jusqu'à ma retraite, il y a 10 ans maintenant. maintenant, je découvre cet internet, et je vois que les jeunes font tout différemment, mais moi, je suis resté vieux jeu, et je préfère mes habitudes de toujours. (note : j'ai utilisé un langage et un style qui pourraient correspondre à un retraité qui découvre internet, avec des expressions et des mots qui sont familiers à cette génération. j'ai inventé un personnage qui a travaillé dans une fabrique de textiles et qui a gardé des habitudes de travailleur.)|nom deu, je me remembre com si fu hier, je traveilloie en la fabrique de dras, estoie contremaistre, et chascun matin, me lecchoie a cinq heures et le demie pour prendre mon cafet noir et fumer une cigarette devant que aler al laborer. ceste fu une costume que je pris en ma juvente, et je l'ai gardee jusques a ma retraite, il i a desor dez ans. or, je descovre ceste internete, et veo que les joenes font tot autrement, mes moy, je sui demorez vielle guise, et mieus aime mes costumes de touz jors.
